input_sentiment	prefix	generated_tweet
positive	oh rain sea	oh rain sea  oh rain sea  oh rain sea  oh rain sea  oh rain sea  oh rain sea  oh rain sea  oh rain sea  oh rain sea
negative	aww talk andrea	aww talk andrea_lamy__17__i_am_not_a_bad_person_for_not_being_a_bad_person.html  http://www.youtube.com
negative	iammatthewlane well look bright	iammatthewlane well look bright and shiny, i'm going to go get some more.  i'm going to go get some more.  i'm going to go get some more.  i'm going to
positive	austinwilde sad lol	austinwilde sad lol  Anonymous 01/24/16 (Tue) 01:01:55 AM No. 92299 >>92296  I'm not sure if I'm being sarcastic or not,
positive	sleep tooth utter pain	sleep tooth utter pain  I have a very sensitive tooth. I have a very sensitive tooth. I have a very sensitive tooth. I have a very sensitive tooth. I have a very sensitive tooth. I have a
negative	muss	mussolini  mussolini  mussolini  mussolini  mussolini  mussolini  mussolini  mussolini  muss
positive	pretty sure make	pretty sure make it a little more interesting.  i think the best way to do this is to make it a little more interesting.  i think the best way to do this is to make it a
positive	want make oliver jam	want make oliver jam?  you can make olives with this recipe.  you can also use this recipe for olives with a little lemon juice.  you can also use this recipe for olives
negative	ugh wifi work	ugh wifi work?  I have a new laptop and I am having a hard time getting it to work. I have tried everything from using the power button to the power button on the back of the laptop to
positive	myliverandlungs boltzmann think infinite universe	"myliverandlungs boltzmann think infinite universe  I have been reading the book ""The Infinite Universe"" by Ray Kurzweil for a while now and I have to say, I have to say, I have never seen anything like"
positive	want ben jerrys	want ben jerrys ass?  i want to see him in a fucking ass  i want to see him in a fucking ass  i want to see him in a fucking ass  i want to
positive	work energy clean messy house	work energy clean messy house  work energy clean messy house  work energy clean messy house  work energy clean messy house  work energy clean messy house  work energy clean messy house  work energy clean
negative	jefebarrio put neighborhood	jefebarrio put neighborhood in danger  A man was killed and two others were injured in a shooting in the 700 block of West Irving Park Drive in the city's northwest side, police said.  The shooting happened
positive	tomorrow vienna yahoo fun school	tomorrow vienna yahoo fun schoolgirl  by  1:00 - 1:30  3,831,831 views   This is a fun and sexy video for a girl who loves to play with
positive	kickass talent show	kickass talent show  The kickass talent show is a weekly show that showcases the best talent in the industry. The show is hosted by the best in the industry and features a variety of talent. The talent is
positive	rain	rainbow_snowflake  Rainbow Snowflake  Rainbow Snowflake  Rainbow Snowflake  Rainbow Snowflake  Rainbow Snowflake  Rainbow Snow
positive	katyyandsam haha ok	katyyandsam haha ok i was thinking about that. i think i have to go to the store and buy a new one. i have a new one and i am not sure if i want to buy a new one or
negative	go rightmove reject	go rightmove reject  go rightmove reject  go rightmove reject  go rightmove reject  go rightmove reject  go rightmove reject  go rightmove reject  go right
positive	excite see new ep push	excite see new ep push for the first time in a while. the first episode is out now and it's a great one. the second episode is out tomorrow and it's a great one. the third episode is out tomorrow
negative	do help brenda bryan move	do help brenda bryan move on from this?  i'm not saying that, but i think it's important to understand that.  i'm not saying that, but i think it's important to understand that.
negative	hour later eat	hour later eat it  I'm not sure if I'm going to eat it, but I'm going to eat it.  I'm not sure if I'm going to eat it, but I'm
negative	crazier talyor swiift	crazier talyor swiift  crazier talyor swiift  crazier talyor swiift  crazier talyor swiift  crazier taly
negative	rainnwilson mine share	rainnwilson mine share  The rainwater from the mine is being used to irrigate the city of Rainnwood, which is being built on the site of the old mine.  The rainwater from the
positive	get do really early woohoo	"get do really early woohoo!  I'm not sure how to explain this, but I've been working on a new project for the past few months. I've been working on a new game engine called ""C++"
negative	terribly disappoint fb	terribly disappoint fb.  I'm not sure why I'm so disappointed. I'm not sure why I'm so disappointed.  I'm not sure why I'm so disappointed. I'm not sure why
positive	lizzylizz alright fashoo jus	lizzylizz alright fashoo jusst be careful  lizzylizz alright fashoo jusst be careful  lizzylizz alright fashoo jusst be careful  lizzylizz alright
positive	jeremy lim ah awesome man	jeremy lim ah awesome man, i love you. i love you so much. i love you so much. i love you so much. i love you so much. i love you so much. i love you so much
positive	really good even	really good even though i have a bad one. i have a bad one. i have a bad one. i have a bad one. i have a bad one. i have a bad one. i have a
negative	sunburn right leg look	sunburn right leg look  The sunburn right leg look is a very common one. It is a very common one, and it is a very common one. It is a very common one, and it is a
negative	kadens comming summer wait	kadens comming summer waitlist  The waitlist for the kadens summer waitlist has been closed.  The kadens summer waitlist is a summer waitlist for students who are interested in attending the
positive	photogwendy easy watch	photogwendy easy watch  Verified purchase: Yes | Condition: New<|endoftext|>The first time I saw the movie, I was in the middle of a conversation with my friend, and I was talking about the movie,
positive	youngq instead care rude send	youngq instead care rude send me a message if you want to play with me.  I am a very good player and I am always happy to play with you.  I am a very good player and I am
positive	want fun beat sick let	want fun beat sick let me know what you think of this one. I love this one. I love this one. I love this one. I love this one. I love this one. I love this one. I
positive	loreliebrown congrats safe return	loreliebrown congrats safe return!  i was in the hospital for a week and a half and i was in pain and i was in pain and i was in pain and i was in pain and i was in pain and
positive	waynemansfield thank	waynemansfield thank you for the great job you did on this project. i am a huge fan of the waynemansfield and i am looking forward to see more of you in the future.  thanks
positive	chesca dwane new	chesca dwane newcastle  chris lennon  chris lennon  chris lennon  chris lennon  chris lennon  chris
